,Viscosity,Angular velocity, Speed,Torque,Shear Stress,Shear Rate,Temperature
323,0.036362525883213245,15.707963267948966,150.0,0.446,6.407608110472308,88.10730215843421,22.2
324,0.036362525883213245,15.707963267948966,150.0,0.446,6.407608110472308,88.10730215843421,22.2
325,0.036362525883213245,15.707963267948966,150.0,0.446,6.407608110472308,88.10730215843421,22.2
342,0.03630647378333722,16.755160819145562,160.0,0.475,6.824246305996293,93.98112230232981,22.2
359,0.035941285859902486,18.84955592153876,180.0,0.529,7.600055359730608,105.72876259012104,22.2
360,0.03600922779914616,18.84955592153876,180.0,0.53,7.614422194059021,105.72876259012104,22.2
377,0.035710283266474,20.943951023931955,200.0,0.584,8.390231247793336,117.47640287791226,22.2
378,0.0357714310117933,20.943951023931955,200.0,0.585,8.40459808212175,117.47640287791226,22.2
10,0.040765163546203194,1.2566370614359172,12.0,0.04,0.5746733731365299,7.048584172674736,22.1
11,0.040765163546203194,1.2566370614359172,12.0,0.04,0.5746733731365299,7.048584172674736,22.1
28,0.03956618814778546,1.7802358370342162,17.0,0.055,0.7901758880627286,9.985494244622542,22.2
29,0.040285573386836096,1.7802358370342162,17.0,0.055999999999999994,0.8045427223911418,9.985494244622542,22.2
30,0.03956618814778546,1.7802358370342162,17.0,0.055,0.7901758880627286,9.985494244622542,22.2
31,0.03956618814778546,1.7802358370342162,17.0,0.055,0.7901758880627286,9.985494244622542,22.2
48,0.03946809016064219,2.3038346126325147,22.0,0.071,1.0200452373173405,12.922404316570347,22.2
49,0.03891220156683033,2.3038346126325147,22.0,0.07,1.0056784029889274,12.922404316570347,22.2
50,0.03946809016064219,2.3038346126325147,22.0,0.071,1.0200452373173405,12.922404316570347,22.1
51,0.03946809016064219,2.3038346126325147,22.0,0.071,1.0200452373173405,12.922404316570347,22.1
68,0.03913455700435508,3.1415926535897927,30.0,0.096,1.3792160955276718,17.621460431686835,22.2
69,0.039542208639817104,3.1415926535897927,30.0,0.09699999999999999,1.393582929856085,17.621460431686835,22.2
70,0.03913455700435508,3.1415926535897927,30.0,0.096,1.3792160955276718,17.621460431686835,22.2
71,0.03913455700435508,3.1415926535897927,30.0,0.096,1.3792160955276718,17.621460431686835,22.2
72,0.039542208639817104,3.1415926535897927,30.0,0.09699999999999999,1.393582929856085,17.621460431686835,22.2
73,0.03994986027527914,3.1415926535897927,30.0,0.098,1.4079497641844982,17.621460431686835,22.2
90,0.03944029573095159,4.1887902047863905,40.0,0.129,1.853321628365309,23.495280575582452,22.1
91,0.03944029573095159,4.1887902047863905,40.0,0.129,1.853321628365309,23.495280575582452,22.1
92,0.03882881827775854,4.1887902047863905,40.0,0.127,1.8245879597084822,23.495280575582452,22.1
93,0.03944029573095159,4.1887902047863905,40.0,0.129,1.853321628365309,23.495280575582452,22.1
94,0.03974603445754812,4.1887902047863905,40.0,0.13,1.8676884626937222,23.495280575582452,22.1
95,0.039134557004355065,4.1887902047863905,40.0,0.128,1.8389547940368955,23.495280575582452,22.1
96,0.03944029573095159,4.1887902047863905,40.0,0.129,1.853321628365309,23.495280575582452,22.1
97,0.03944029573095159,4.1887902047863905,40.0,0.129,1.853321628365309,23.495280575582452,22.1
114,0.039134557004355065,5.235987755982989,50.0,0.16,2.2986934925461195,29.369100719478066,22.1
115,0.039134557004355065,5.235987755982989,50.0,0.16,2.2986934925461195,29.369100719478066,22.1
132,0.03913455700435508,6.283185307179585,60.0,0.192,2.7584321910553435,35.24292086337367,22.1
133,0.03872690536889305,6.283185307179585,60.0,0.19,2.729698522398517,35.24292086337367,22.1
134,0.03913455700435508,6.283185307179585,60.0,0.192,2.7584321910553435,35.24292086337367,22.1
135,0.03893073118662406,6.283185307179585,60.0,0.191,2.74406535672693,35.24292086337367,22.1
136,0.03913455700435508,6.283185307179585,60.0,0.192,2.7584321910553435,35.24292086337367,22.1
137,0.03872690536889305,6.283185307179585,60.0,0.19,2.729698522398517,35.24292086337367,22.1
154,0.03861043347304674,7.330382858376184,70.0,0.221,3.1750703865793275,41.11674100726929,22.1
155,0.03878514131681619,7.330382858376184,70.0,0.222,3.1894372209077413,41.11674100726929,22.1
156,0.0384357256292773,7.330382858376184,70.0,0.22,3.1607035522509146,41.11674100726929,22.1
157,0.03878514131681619,7.330382858376184,70.0,0.222,3.1894372209077413,41.11674100726929,22.1
158,0.03861043347304674,7.330382858376184,70.0,0.221,3.1750703865793275,41.11674100726929,22.1
159,0.03861043347304674,7.330382858376184,70.0,0.221,3.1750703865793275,41.11674100726929,22.1
160,0.03861043347304674,7.330382858376184,70.0,0.221,3.1750703865793275,41.11674100726929,22.1
177,0.038370210187863754,8.377580409572781,80.0,0.251,3.606075416431725,46.990561151164904,22.1
178,0.038217340824565495,8.377580409572781,80.0,0.25,3.591708582103312,46.990561151164904,22.1
179,0.038217340824565495,8.377580409572781,80.0,0.25,3.591708582103312,46.990561151164904,22.1
180,0.038370210187863754,8.377580409572781,80.0,0.251,3.606075416431725,46.990561151164904,22.1
181,0.038217340824565495,8.377580409572781,80.0,0.25,3.591708582103312,46.990561151164904,22.1
182,0.038217340824565495,8.377580409572781,80.0,0.25,3.591708582103312,46.990561151164904,22.1
183,0.038370210187863754,8.377580409572781,80.0,0.251,3.606075416431725,46.990561151164904,22.1
184,0.038217340824565495,8.377580409572781,80.0,0.25,3.591708582103312,46.990561151164904,22.1
201,0.03804748597645632,9.42477796076938,90.0,0.28,4.02271361195571,52.86438129506052,22.1
202,0.038183369854943666,9.42477796076938,90.0,0.281,4.037080446284123,52.86438129506052,22.1
203,0.03791160209796897,9.42477796076938,90.0,0.27899999999999997,4.008346777627295,52.86438129506052,22.1
204,0.03791160209796897,9.42477796076938,90.0,0.27899999999999997,4.008346777627295,52.86438129506052,22.1
205,0.038183369854943666,9.42477796076938,90.0,0.281,4.037080446284123,52.86438129506052,22.1
222,0.03778930660733036,10.471975511965978,100.0,0.309,4.439351807479693,58.73820143895613,22.1
223,0.03778930660733036,10.471975511965978,100.0,0.309,4.439351807479693,58.73820143895613,22.1
224,0.03778930660733036,10.471975511965978,100.0,0.309,4.439351807479693,58.73820143895613,22.1
225,0.03766701111669175,10.471975511965978,100.0,0.308,4.42498497315128,58.73820143895613,22.1
226,0.03791160209796897,10.471975511965978,100.0,0.31,4.4537186418081065,58.73820143895613,22.1
243,0.03773689425419953,10.995574287564276,105.0,0.324,4.6548543224058925,61.67511151090394,22.1
244,0.03762042235835323,10.995574287564276,105.0,0.32299999999999995,4.640487488077478,61.67511151090394,22.1
245,0.03762042235835323,10.995574287564276,105.0,0.32299999999999995,4.640487488077478,61.67511151090394,22.1
246,0.03762042235835323,10.995574287564276,105.0,0.32299999999999995,4.640487488077478,61.67511151090394,22.1
247,0.03762042235835323,10.995574287564276,105.0,0.32299999999999995,4.640487488077478,61.67511151090394,22.1
264,0.037402037553641444,12.56637061435917,120.0,0.36700000000000005,5.272628198527662,70.48584172674734,22.1
265,0.037402037553641444,12.56637061435917,120.0,0.36700000000000005,5.272628198527662,70.48584172674734,22.1
266,0.037402037553641444,12.56637061435917,120.0,0.36700000000000005,5.272628198527662,70.48584172674734,22.1
267,0.03750395046250695,12.56637061435917,120.0,0.368,5.286995032856075,70.48584172674734,22.1
284,0.037051004200882455,14.137166941154069,135.0,0.409,5.876035240321017,79.29657194259077,22.1
285,0.037051004200882455,14.137166941154069,135.0,0.409,5.876035240321017,79.29657194259077,22.1
286,0.037051004200882455,14.137166941154069,135.0,0.409,5.876035240321017,79.29657194259077,22.1
287,0.037051004200882455,14.137166941154069,135.0,0.409,5.876035240321017,79.29657194259077,22.1
304,0.03695070895723704,14.660765716752367,140.0,0.423,6.077170920918803,82.23348201453858,22.1
305,0.03695070895723704,14.660765716752367,140.0,0.423,6.077170920918803,82.23348201453858,22.1
306,0.03695070895723704,14.660765716752367,140.0,0.423,6.077170920918803,82.23348201453858,22.1
307,0.03695070895723704,14.660765716752367,140.0,0.423,6.077170920918803,82.23348201453858,22.1
324,0.03677017751867528,15.707963267948966,150.0,0.451,6.479442282114375,88.10730215843421,22.1
325,0.03677017751867528,15.707963267948966,150.0,0.451,6.479442282114375,88.10730215843421,22.1
326,0.03685170784576768,15.707963267948966,150.0,0.452,6.493809116442788,88.10730215843421,22.1
327,0.03677017751867528,15.707963267948966,150.0,0.451,6.479442282114375,88.10730215843421,22.1
328,0.03685170784576768,15.707963267948966,150.0,0.452,6.493809116442788,88.10730215843421,22.1
345,0.036612212509933746,16.755160819145562,160.0,0.479,6.881713643309945,93.98112230232981,22.1
346,0.03668864719158287,16.755160819145562,160.0,0.48,6.896080477638358,93.98112230232981,22.1
347,0.03668864719158287,16.755160819145562,160.0,0.48,6.896080477638358,93.98112230232981,22.1
348,0.036612212509933746,16.755160819145562,160.0,0.479,6.881713643309945,93.98112230232981,22.1
349,0.03668864719158287,16.755160819145562,160.0,0.48,6.896080477638358,93.98112230232981,22.1
350,0.036612212509933746,16.755160819145562,160.0,0.479,6.881713643309945,93.98112230232981,22.1
367,0.03634893749536452,18.84955592153876,180.0,0.535,7.686256365701087,105.72876259012104,22.1
368,0.03634893749536452,18.84955592153876,180.0,0.535,7.686256365701087,105.72876259012104,22.1
369,0.03634893749536452,18.84955592153876,180.0,0.535,7.686256365701087,105.72876259012104,22.1
370,0.03628099555612085,18.84955592153876,180.0,0.534,7.671889531372674,105.72876259012104,22.1
371,0.03634893749536452,18.84955592153876,180.0,0.535,7.686256365701087,105.72876259012104,22.1
388,0.03613831748370913,20.943951023931955,200.0,0.591,8.49079908809223,117.47640287791226,22.1
389,0.03613831748370913,20.943951023931955,200.0,0.591,8.49079908809223,117.47640287791226,22.1
390,0.03613831748370913,20.943951023931955,200.0,0.591,8.49079908809223,117.47640287791226,22.1
391,0.03613831748370913,20.943951023931955,200.0,0.591,8.49079908809223,117.47640287791226,22.1
392,0.03613831748370913,20.943951023931955,200.0,0.591,8.49079908809223,117.47640287791226,22.1
393,0.03613831748370913,20.943951023931955,200.0,0.591,8.49079908809223,117.47640287791226,22.1
394,0.03613831748370913,20.943951023931955,200.0,0.591,8.49079908809223,117.47640287791226,22.1
395,0.03613831748370913,20.943951023931955,200.0,0.591,8.49079908809223,117.47640287791226,22.1
396,0.03613831748370913,20.943951023931955,200.0,0.591,8.49079908809223,117.47640287791226,22.1
397,0.03613831748370913,20.943951023931955,200.0,0.591,8.49079908809223,117.47640287791226,22.1
398,0.03613831748370913,20.943951023931955,200.0,0.591,8.49079908809223,117.47640287791226,22.1
399,0.03613831748370913,20.943951023931955,200.0,0.591,8.49079908809223,117.47640287791226,22.1
400,0.03613831748370913,20.943951023931955,200.0,0.591,8.49079908809223,117.47640287791226,22.1
401,0.03607716973838983,20.943951023931955,200.0,0.59,8.476432253763816,117.47640287791226,22.1
402,0.03607716973838983,20.943951023931955,200.0,0.59,8.476432253763816,117.47640287791226,22.1
10,0.041784292634858264,1.2566370614359172,12.0,0.040999999999999995,0.589040207464943,7.048584172674736,22.2
27,0.040285573386836096,1.7802358370342162,17.0,0.055999999999999994,0.8045427223911418,9.985494244622542,22.2
28,0.040285573386836096,1.7802358370342162,17.0,0.055999999999999994,0.8045427223911418,9.985494244622542,22.2
29,0.041004958625886746,1.7802358370342162,17.0,0.057,0.8189095567195551,9.985494244622542,22.2
30,0.041004958625886746,1.7802358370342162,17.0,0.057,0.8189095567195551,9.985494244622542,22.2
47,0.03946809016064219,2.3038346126325147,22.0,0.071,1.0200452373173405,12.922404316570347,22.2
48,0.040023978754454057,2.3038346126325147,22.0,0.07200000000000001,1.0344120716457539,12.922404316570347,22.2
65,0.039542208639817104,3.1415926535897927,30.0,0.09699999999999999,1.393582929856085,17.621460431686835,22.2
66,0.03994986027527914,3.1415926535897927,30.0,0.098,1.4079497641844982,17.621460431686835,22.1
67,0.03994986027527914,3.1415926535897927,30.0,0.098,1.4079497641844982,17.621460431686835,22.2
68,0.03994986027527914,3.1415926535897927,30.0,0.098,1.4079497641844982,17.621460431686835,22.1
69,0.039542208639817104,3.1415926535897927,30.0,0.09699999999999999,1.393582929856085,17.621460431686835,22.1
70,0.03994986027527914,3.1415926535897927,30.0,0.098,1.4079497641844982,17.621460431686835,22.1
71,0.040357511910741176,3.1415926535897927,30.0,0.099,1.4223165985129116,17.621460431686835,22.1
72,0.040357511910741176,3.1415926535897927,30.0,0.099,1.4223165985129116,17.621460431686835,22.1
73,0.039542208639817104,3.1415926535897927,30.0,0.09699999999999999,1.393582929856085,17.621460431686835,22.1
74,0.03994986027527914,3.1415926535897927,30.0,0.098,1.4079497641844982,17.621460431686835,22.1
75,0.039542208639817104,3.1415926535897927,30.0,0.09699999999999999,1.393582929856085,17.621460431686835,22.1
76,0.03994986027527914,3.1415926535897927,30.0,0.098,1.4079497641844982,17.621460431686835,22.1
77,0.039542208639817104,3.1415926535897927,30.0,0.09699999999999999,1.393582929856085,17.621460431686835,22.1
94,0.04005177318414464,4.1887902047863905,40.0,0.131,1.8820552970221354,23.495280575582452,22.1
95,0.03974603445754812,4.1887902047863905,40.0,0.13,1.8676884626937222,23.495280575582452,22.1
112,0.03937914798563229,5.235987755982989,50.0,0.161,2.313060326874533,29.369100719478066,22.1
113,0.03986832994818673,5.235987755982989,50.0,0.163,2.3417939955313596,29.369100719478066,22.1
114,0.03937914798563229,5.235987755982989,50.0,0.161,2.313060326874533,29.369100719478066,22.1
115,0.03937914798563229,5.235987755982989,50.0,0.161,2.313060326874533,29.369100719478066,22.1
116,0.03986832994818673,5.235987755982989,50.0,0.163,2.3417939955313596,29.369100719478066,22.1
117,0.03937914798563229,5.235987755982989,50.0,0.161,2.313060326874533,29.369100719478066,22.1
118,0.03986832994818673,5.235987755982989,50.0,0.163,2.3417939955313596,29.369100719478066,22.1
119,0.03937914798563229,5.235987755982989,50.0,0.161,2.313060326874533,29.369100719478066,22.1
120,0.03962373896690951,5.235987755982989,50.0,0.162,2.3274271612029462,29.369100719478066,22.1
137,0.039542208639817104,6.283185307179585,60.0,0.19399999999999998,2.78716585971217,35.24292086337367,22.1
138,0.03893073118662406,6.283185307179585,60.0,0.191,2.74406535672693,35.24292086337367,22.1
139,0.0393383828220861,6.283185307179585,60.0,0.193,2.772799025383757,35.24292086337367,22.1
140,0.03893073118662406,6.283185307179585,60.0,0.191,2.74406535672693,35.24292086337367,22.1
141,0.039542208639817104,6.283185307179585,60.0,0.19399999999999998,2.78716585971217,35.24292086337367,22.1
142,0.03893073118662406,6.283185307179585,60.0,0.191,2.74406535672693,35.24292086337367,22.1
143,0.0393383828220861,6.283185307179585,60.0,0.193,2.772799025383757,35.24292086337367,22.1
144,0.03913455700435508,6.283185307179585,60.0,0.192,2.7584321910553435,35.24292086337367,22.1
161,0.03878514131681619,7.330382858376184,70.0,0.222,3.1894372209077413,41.11674100726929,22.1
162,0.03878514131681619,7.330382858376184,70.0,0.222,3.1894372209077413,41.11674100726929,22.1
163,0.03861043347304674,7.330382858376184,70.0,0.221,3.1750703865793275,41.11674100726929,22.1
164,0.038959849160585626,7.330382858376184,70.0,0.223,3.203804055236154,41.11674100726929,22.1
181,0.03867594891446028,8.377580409572781,80.0,0.253,3.6348090850885515,46.990561151164904,22.1
182,0.038370210187863754,8.377580409572781,80.0,0.251,3.606075416431725,46.990561151164904,22.1
183,0.038217340824565495,8.377580409572781,80.0,0.25,3.591708582103312,46.990561151164904,22.1
200,0.03804748597645632,9.42477796076938,90.0,0.28,4.02271361195571,52.86438129506052,22.1
201,0.03804748597645632,9.42477796076938,90.0,0.28,4.02271361195571,52.86438129506052,22.1
202,0.038183369854943666,9.42477796076938,90.0,0.281,4.037080446284123,52.86438129506052,22.1
203,0.038183369854943666,9.42477796076938,90.0,0.281,4.037080446284123,52.86438129506052,22.1
204,0.038183369854943666,9.42477796076938,90.0,0.281,4.037080446284123,52.86438129506052,22.1
205,0.03804748597645632,9.42477796076938,90.0,0.28,4.02271361195571,52.86438129506052,22.1
206,0.03804748597645632,9.42477796076938,90.0,0.28,4.02271361195571,52.86438129506052,22.1
223,0.03778930660733036,10.471975511965978,100.0,0.309,4.439351807479693,58.73820143895613,22.1
224,0.03778930660733036,10.471975511965978,100.0,0.309,4.439351807479693,58.73820143895613,22.1
225,0.03766701111669175,10.471975511965978,100.0,0.308,4.42498497315128,58.73820143895613,22.1
226,0.03791160209796897,10.471975511965978,100.0,0.31,4.4537186418081065,58.73820143895613,22.1
227,0.03791160209796897,10.471975511965978,100.0,0.31,4.4537186418081065,58.73820143895613,22.1
228,0.03791160209796897,10.471975511965978,100.0,0.31,4.4537186418081065,58.73820143895613,22.1
229,0.03778930660733036,10.471975511965978,100.0,0.309,4.439351807479693,58.73820143895613,22.1
246,0.03762042235835323,10.995574287564276,105.0,0.32299999999999995,4.640487488077478,61.67511151090394,22.1
247,0.03762042235835323,10.995574287564276,105.0,0.32299999999999995,4.640487488077478,61.67511151090394,22.1
248,0.03773689425419953,10.995574287564276,105.0,0.324,4.6548543224058925,61.67511151090394,22.1
249,0.03773689425419953,10.995574287564276,105.0,0.324,4.6548543224058925,61.67511151090394,22.1
250,0.03773689425419953,10.995574287564276,105.0,0.324,4.6548543224058925,61.67511151090394,22.1
251,0.03773689425419953,10.995574287564276,105.0,0.324,4.6548543224058925,61.67511151090394,22.1
252,0.03762042235835323,10.995574287564276,105.0,0.32299999999999995,4.640487488077478,61.67511151090394,22.1
253,0.03762042235835323,10.995574287564276,105.0,0.32299999999999995,4.640487488077478,61.67511151090394,22.1
270,0.03730012464477593,12.56637061435917,120.0,0.366,5.258261364199248,70.48584172674734,22.1
271,0.037402037553641444,12.56637061435917,120.0,0.36700000000000005,5.272628198527662,70.48584172674734,22.1
272,0.03730012464477593,12.56637061435917,120.0,0.366,5.258261364199248,70.48584172674734,22.1
273,0.03730012464477593,12.56637061435917,120.0,0.366,5.258261364199248,70.48584172674734,22.1
290,0.037051004200882455,14.137166941154069,135.0,0.409,5.876035240321017,79.29657194259077,22.1
291,0.037051004200882455,14.137166941154069,135.0,0.409,5.876035240321017,79.29657194259077,22.1
292,0.037051004200882455,14.137166941154069,135.0,0.409,5.876035240321017,79.29657194259077,22.1
293,0.037051004200882455,14.137166941154069,135.0,0.409,5.876035240321017,79.29657194259077,22.1
294,0.037051004200882455,14.137166941154069,135.0,0.409,5.876035240321017,79.29657194259077,22.1
295,0.037051004200882455,14.137166941154069,135.0,0.409,5.876035240321017,79.29657194259077,22.1
312,0.03695070895723704,14.660765716752367,140.0,0.423,6.077170920918803,82.23348201453858,22.1
313,0.03703806287912176,14.660765716752367,140.0,0.424,6.0915377552472165,82.23348201453858,22.1
314,0.03695070895723704,14.660765716752367,140.0,0.423,6.077170920918803,82.23348201453858,22.1
331,0.03677017751867528,15.707963267948966,150.0,0.451,6.479442282114375,88.10730215843421,22.1
332,0.03677017751867528,15.707963267948966,150.0,0.451,6.479442282114375,88.10730215843421,22.1
333,0.03677017751867528,15.707963267948966,150.0,0.451,6.479442282114375,88.10730215843421,22.1
366,0.03621305361687716,18.84955592153876,180.0,0.5329999999999999,7.657522697044259,105.72876259012104,22.1
367,0.03621305361687716,18.84955592153876,180.0,0.5329999999999999,7.657522697044259,105.72876259012104,22.1
368,0.03621305361687716,18.84955592153876,180.0,0.5329999999999999,7.657522697044259,105.72876259012104,22.1
369,0.03628099555612085,18.84955592153876,180.0,0.534,7.671889531372674,105.72876259012104,22.1
370,0.03621305361687716,18.84955592153876,180.0,0.5329999999999999,7.657522697044259,105.72876259012104,22.1
371,0.03621305361687716,18.84955592153876,180.0,0.5329999999999999,7.657522697044259,105.72876259012104,22.1
388,0.036016021993070524,20.943951023931955,200.0,0.589,8.462065419435403,117.47640287791226,22.1
